Name;Date;Timeband;Yield
Government Bonds;16.8.2016;5 YEARS;-0,52416
Government Bonds;16.8.2016;7 YEARS;-0,35331
Government Bonds;16.8.2016;12 YEARS;0,043665
Government Bonds;16.8.2016;15 YEARS;0,205449
Government Bonds;16.8.2016;3 MONTHS;-0,641889
Government Bonds;16.8.2016;6 MONTHS;-0,633831
Government Bonds;16.8.2016;9 MONTHS;-0,63119
Government Bonds;16.8.2016;20 YEARS;0,381237
Government Bonds;16.8.2016;25 YEARS;0,489551
Government Bonds;16.8.2016;30 YEARS;0,562049
Euribor rates;17.8.2016;1 WEEK;-0,379
Euribor rates;17.8.2016;2 WEEKS;-0,376
Euribor rates;17.8.2016;1 MONTH;-0,369
Euribor rates;17.8.2016;2 MONTHS;-0,337
Euribor rates;17.8.2016;3 MONTHS;-0,298
Euribor rates;17.8.2016;6 MONTHS;-0,19
Euribor rates;17.8.2016;9 MONTHS;-0,119
Euribor rates;17.8.2016;12 MONTHS;-0,049
Government Bonds;17.8.2016;10 YEARS;-0,094528
Government Bonds;17.8.2016;12 MONTHS;-0,639861
Government Bonds;17.8.2016;2 YEARS;-0,646107
Government Bonds;17.8.2016;5 YEARS;-0,5203
Government Bonds;17.8.2016;7 YEARS;-0,348935
Government Bonds;17.8.2016;12 YEARS;0,044413
Government Bonds;17.8.2016;15 YEARS;0,204167
Government Bonds;17.8.2016;3 MONTHS;-0,649987
Government Bonds;17.8.2016;6 MONTHS;-0,642343
Government Bonds;17.8.2016;9 MONTHS;-0,639608
Government Bonds;17.8.2016;20 YEARS;0,377675
Government Bonds;17.8.2016;25 YEARS;0,484579
Government Bonds;17.8.2016;30 YEARS;0,556133
Euribor rates;18.8.2016;1 WEEK;-0,379
Euribor rates;18.8.2016;2 WEEKS;-0,377
Euribor rates;18.8.2016;1 MONTH;-0,369
Euribor rates;18.8.2016;2 MONTHS;-0,338
Euribor rates;18.8.2016;3 MONTHS;-0,299
Euribor rates;18.8.2016;6 MONTHS;-0,191
Euribor rates;18.8.2016;9 MONTHS;-0,119
Euribor rates;18.8.2016;12 MONTHS;-0,048
Government Bonds;18.8.2016;10 YEARS;-0,128683
Government Bonds;18.8.2016;12 MONTHS;-0,633965
Government Bonds;18.8.2016;2 YEARS;-0,650758
Government Bonds;18.8.2016;5 YEARS;-0,545537
Government Bonds;18.8.2016;7 YEARS;-0,379311
Government Bonds;18.8.2016;12 YEARS;0,008457
Government Bonds;18.8.2016;15 YEARS;0,165932
Government Bonds;18.8.2016;3 MONTHS;-0,63845
Government Bonds;18.8.2016;6 MONTHS;-0,632152
Government Bonds;18.8.2016;9 MONTHS;-0,63137
Government Bonds;18.8.2016;20 YEARS;0,336612
Government Bonds;18.8.2016;25 YEARS;0,441644
Government Bonds;18.8.2016;30 YEARS;0,511923
Euribor rates;19.8.2016;1 WEEK;-0,379
Euribor rates;19.8.2016;2 WEEKS;-0,376
Euribor rates;19.8.2016;1 MONTH;-0,369
Euribor rates;19.8.2016;2 MONTHS;-0,337
Euribor rates;19.8.2016;3 MONTHS;-0,298
Euribor rates;19.8.2016;6 MONTHS;-0,189
Euribor rates;19.8.2016;9 MONTHS;-0,118
Euribor rates;19.8.2016;12 MONTHS;-0,047
Government Bonds;19.8.2016;10 YEARS;-0,108128
Government Bonds;19.8.2016;12 MONTHS;-0,629172
Government Bonds;19.8.2016;2 YEARS;-0,641564
Government Bonds;19.8.2016;5 YEARS;-0,52813
Government Bonds;19.8.2016;7 YEARS;-0,359872
Government Bonds;19.8.2016;12 YEARS;0,029319
Government Bonds;19.8.2016;15 YEARS;0,187064
Government Bonds;19.8.2016;3 MONTHS;-0,636711
Government Bonds;19.8.2016;6 MONTHS;-0,629494
Government Bonds;19.8.2016;9 MONTHS;-0,627677
Government Bonds;19.8.2016;20 YEARS;0,35802
Government Bonds;19.8.2016;25 YEARS;0,463225
Government Bonds;19.8.2016;30 YEARS;0,533623
Euribor rates;22.8.2016;1 WEEK;-0,379
Euribor rates;22.8.2016;2 WEEKS;-0,377
Euribor rates;22.8.2016;1 MONTH;-0,369
Euribor rates;22.8.2016;2 MONTHS;-0,338
Euribor rates;22.8.2016;3 MONTHS;-0,299
Euribor rates;22.8.2016;6 MONTHS;-0,19
Euribor rates;22.8.2016;9 MONTHS;-0,118
Euribor rates;22.8.2016;12 MONTHS;-0,046
Government Bonds;22.8.2016;10 YEARS;-0,121885
Government Bonds;22.8.2016;12 MONTHS;-0,637951
Government Bonds;22.8.2016;2 YEARS;-0,651695
Government Bonds;22.8.2016;5 YEARS;-0,538482
Government Bonds;22.8.2016;7 YEARS;-0,371337
Government Bonds;22.8.2016;12 YEARS;0,014177
Government Bonds;22.8.2016;15 YEARS;0,170288
Government Bonds;22.8.2016;3 MONTHS;-0,641871
Government Bonds;22.8.2016;6 MONTHS;-0,636261
Government Bonds;22.8.2016;9 MONTHS;-0,635617
Government Bonds;22.8.2016;20 YEARS;0,339455
Government Bonds;22.8.2016;25 YEARS;0,443561
Government Bonds;22.8.2016;30 YEARS;0,513223
Euribor rates;23.8.2016;1 WEEK;-0,379
Euribor rates;23.8.2016;2 WEEKS;-0,377
Euribor rates;23.8.2016;1 MONTH;-0,369
Euribor rates;23.8.2016;2 MONTHS;-0,337
Euribor rates;23.8.2016;3 MONTHS;-0,298
Euribor rates;23.8.2016;6 MONTHS;-0,192
Euribor rates;23.8.2016;9 MONTHS;-0,119
Euribor rates;23.8.2016;12 MONTHS;-0,047
Government Bonds;23.8.2016;10 YEARS;-0,137814
Government Bonds;23.8.2016;12 MONTHS;-0,643045
Government Bonds;23.8.2016;2 YEARS;-0,652214
Government Bonds;23.8.2016;5 YEARS;-0,542224
Government Bonds;23.8.2016;7 YEARS;-0,380887
Government Bonds;23.8.2016;12 YEARS;-0,004272
Government Bonds;23.8.2016;15 YEARS;0,149636
Government Bonds;23.8.2016;3 MONTHS;-0,653292
Government Bonds;23.8.2016;6 MONTHS;-0,645312
Government Bonds;23.8.2016;9 MONTHS;-0,642551
Government Bonds;23.8.2016;20 YEARS;0,317027
Government Bonds;23.8.2016;25 YEARS;0,42021
Government Bonds;23.8.2016;30 YEARS;0,489278
Euribor rates;24.8.2016;1 WEEK;-0,379
Euribor rates;24.8.2016;2 WEEKS;-0,377
Euribor rates;24.8.2016;1 MONTH;-0,368
Euribor rates;24.8.2016;2 MONTHS;-0,338
Euribor rates;24.8.2016;3 MONTHS;-0,298
Euribor rates;24.8.2016;6 MONTHS;-0,191
Euribor rates;24.8.2016;9 MONTHS;-0,119
Euribor rates;24.8.2016;12 MONTHS;-0,048
Government Bonds;24.8.2016;10 YEARS;-0,127157
Government Bonds;24.8.2016;12 MONTHS;-0,639261
Government Bonds;24.8.2016;2 YEARS;-0,649624
Government Bonds;24.8.2016;5 YEARS;-0,53839
Government Bonds;24.8.2016;7 YEARS;-0,37437
Government Bonds;24.8.2016;12 YEARS;0,008706
Government Bonds;24.8.2016;15 YEARS;0,16533
Government Bonds;24.8.2016;3 MONTHS;-0,647933
Government Bonds;24.8.2016;6 MONTHS;-0,640539
Government Bonds;24.8.2016;9 MONTHS;-0,638305
Government Bonds;24.8.2016;20 YEARS;0,33572
Government Bonds;24.8.2016;25 YEARS;0,440766
Government Bonds;24.8.2016;30 YEARS;0,511085
Euribor rates;25.8.2016;1 WEEK;-0,378
Euribor rates;25.8.2016;2 WEEKS;-0,377
Euribor rates;25.8.2016;1 MONTH;-0,37
Euribor rates;25.8.2016;2 MONTHS;-0,338
Euribor rates;25.8.2016;3 MONTHS;-0,298
Euribor rates;25.8.2016;6 MONTHS;-0,192
Euribor rates;25.8.2016;9 MONTHS;-0,119
Euribor rates;25.8.2016;12 MONTHS;-0,049
Government Bonds;25.8.2016;10 YEARS;-0,097985
Government Bonds;25.8.2016;12 MONTHS;-0,635439
Government Bonds;25.8.2016;2 YEARS;-0,642294
Government Bonds;25.8.2016;5 YEARS;-0,520067
Government Bonds;25.8.2016;7 YEARS;-0,350803
Government Bonds;25.8.2016;12 YEARS;0,040621
Government Bonds;25.8.2016;15 YEARS;0,200351
Government Bonds;25.8.2016;3 MONTHS;-0,645197
Government Bonds;25.8.2016;6 MONTHS;-0,637699
Government Bonds;25.8.2016;9 MONTHS;-0,635079
Government Bonds;25.8.2016;20 YEARS;0,374152
Government Bonds;25.8.2016;25 YEARS;0,481327
Government Bonds;25.8.2016;30 YEARS;0,553076
Euribor rates;26.8.2016;1 WEEK;-0,378
Euribor rates;26.8.2016;2 WEEKS;-0,377
Euribor rates;26.8.2016;1 MONTH;-0,371
Euribor rates;26.8.2016;2 MONTHS;-0,336
Euribor rates;26.8.2016;3 MONTHS;-0,298
Euribor rates;26.8.2016;6 MONTHS;-0,191
Euribor rates;26.8.2016;9 MONTHS;-0,121
Euribor rates;26.8.2016;12 MONTHS;-0,05
Government Bonds;26.8.2016;10 YEARS;-0,11026
Government Bonds;26.8.2016;12 MONTHS;-0,629813
Government Bonds;26.8.2016;2 YEARS;-0,640749
Government Bonds;26.8.2016;5 YEARS;-0,529224
Government Bonds;26.8.2016;7 YEARS;-0,362138
Government Bonds;26.8.2016;12 YEARS;0,027948
Government Bonds;26.8.2016;15 YEARS;0,187033
Government Bonds;26.8.2016;3 MONTHS;-0,640278
Government Bonds;26.8.2016;6 MONTHS;-0,631869
Government Bonds;26.8.2016;9 MONTHS;-0,629082
Government Bonds;26.8.2016;20 YEARS;0,359846
Government Bonds;26.8.2016;25 YEARS;0,466306
Government Bonds;26.8.2016;30 YEARS;0,537559
Euribor rates;29.8.2016;1 WEEK;-0,378
Euribor rates;29.8.2016;2 WEEKS;-0,376
Euribor rates;29.8.2016;1 MONTH;-0,371
Euribor rates;29.8.2016;2 MONTHS;-0,337
Euribor rates;29.8.2016;3 MONTHS;-0,297
Euribor rates;29.8.2016;6 MONTHS;-0,193
Euribor rates;29.8.2016;9 MONTHS;-0,121
Euribor rates;29.8.2016;12 MONTHS;-0,05
Government Bonds;29.8.2016;10 YEARS;-0,103882
Government Bonds;29.8.2016;12 MONTHS;-0,637468
Government Bonds;29.8.2016;2 YEARS;-0,644183
Government Bonds;29.8.2016;5 YEARS;-0,529249
Government Bonds;29.8.2016;7 YEARS;-0,360424
Government Bonds;29.8.2016;12 YEARS;0,03794
Government Bonds;29.8.2016;15 YEARS;0,202018
Government Bonds;29.8.2016;3 MONTHS;-0,653153
Government Bonds;29.8.2016;6 MONTHS;-0,6428
Government Bonds;29.8.2016;9 MONTHS;-0,638271
Government Bonds;29.8.2016;20 YEARS;0,381038
Government Bonds;29.8.2016;25 YEARS;0,491552
Government Bonds;29.8.2016;30 YEARS;0,565552
Euribor rates;30.8.2016;1 WEEK;-0,379
Euribor rates;30.8.2016;2 WEEKS;-0,377
Euribor rates;30.8.2016;1 MONTH;-0,371
Euribor rates;30.8.2016;2 MONTHS;-0,337
Euribor rates;30.8.2016;3 MONTHS;-0,299
Euribor rates;30.8.2016;6 MONTHS;-0,192
Euribor rates;30.8.2016;9 MONTHS;-0,121
Euribor rates;30.8.2016;12 MONTHS;-0,051
Government Bonds;30.8.2016;10 YEARS;-0,124288
Government Bonds;30.8.2016;12 MONTHS;-0,639549
Government Bonds;30.8.2016;2 YEARS;-0,648567
Government Bonds;30.8.2016;5 YEARS;-0,538671
Government Bonds;30.8.2016;7 YEARS;-0,373753
Government Bonds;30.8.2016;12 YEARS;0,012864
Government Bonds;30.8.2016;15 YEARS;0,170894
Government Bonds;30.8.2016;3 MONTHS;-0,65353
Government Bonds;30.8.2016;6 MONTHS;-0,643687
Government Bonds;30.8.2016;9 MONTHS;-0,639742
Government Bonds;30.8.2016;20 YEARS;0,342683
Government Bonds;30.8.2016;25 YEARS;0,448544
Government Bonds;30.8.2016;30 YEARS;0,519399
Euribor rates;31.8.2016;1 WEEK;-0,38
Euribor rates;31.8.2016;2 WEEKS;-0,377
Euribor rates;31.8.2016;1 MONTH;-0,372
Euribor rates;31.8.2016;2 MONTHS;-0,337
Euribor rates;31.8.2016;3 MONTHS;-0,299
Euribor rates;31.8.2016;6 MONTHS;-0,192
Euribor rates;31.8.2016;9 MONTHS;-0,122
Euribor rates;31.8.2016;12 MONTHS;-0,052
Government Bonds;31.8.2016;10 YEARS;-0,117694
Government Bonds;31.8.2016;12 MONTHS;-0,643433
Government Bonds;31.8.2016;2 YEARS;-0,652791
Government Bonds;31.8.2016;5 YEARS;-0,537109
Government Bonds;31.8.2016;7 YEARS;-0,369173
Government Bonds;31.8.2016;12 YEARS;0,019854
Government Bonds;31.8.2016;15 YEARS;0,177934
Government Bonds;31.8.2016;3 MONTHS;-0,654387
Government Bonds;31.8.2016;6 MONTHS;-0,645929
Government Bonds;31.8.2016;9 MONTHS;-0,64297
Government Bonds;31.8.2016;20 YEARS;0,349462
Government Bonds;31.8.2016;25 YEARS;0,455082
Government Bonds;31.8.2016;30 YEARS;0,525765
Euribor rates;1.9.2016;1 WEEK;-0,381
Euribor rates;1.9.2016;2 WEEKS;-0,377
Euribor rates;1.9.2016;1 MONTH;-0,372
Euribor rates;1.9.2016;2 MONTHS;-0,337
Euribor rates;1.9.2016;3 MONTHS;-0,299
Euribor rates;1.9.2016;6 MONTHS;-0,193
Euribor rates;1.9.2016;9 MONTHS;-0,122
Euribor rates;1.9.2016;12 MONTHS;-0,051
Government Bonds;1.9.2016;10 YEARS;-0,068116
Government Bonds;1.9.2016;12 MONTHS;-0,640324
Government Bonds;1.9.2016;2 YEARS;-0,647106
Government Bonds;1.9.2016;5 YEARS;-0,514137
Government Bonds;1.9.2016;7 YEARS;-0,333706
Government Bonds;1.9.2016;12 YEARS;0,07587
Government Bonds;1.9.2016;15 YEARS;0,240606
Government Bonds;1.9.2016;3 MONTHS;-0,652094
Government Bonds;1.9.2016;6 MONTHS;-0,643402
Government Bonds;1.9.2016;9 MONTHS;-0,64019
Government Bonds;1.9.2016;20 YEARS;0,418769
Government Bonds;1.9.2016;25 YEARS;0,528323
Government Bonds;1.9.2016;30 YEARS;0,60162
Euribor rates;2.9.2016;1 WEEK;-0,379
Euribor rates;2.9.2016;2 WEEKS;-0,377
Euribor rates;2.9.2016;1 MONTH;-0,373
Euribor rates;2.9.2016;2 MONTHS;-0,337
Euribor rates;2.9.2016;3 MONTHS;-0,301
Euribor rates;2.9.2016;6 MONTHS;-0,193
Euribor rates;2.9.2016;9 MONTHS;-0,122
Euribor rates;2.9.2016;12 MONTHS;-0,052
Government Bonds;2.9.2016;10 YEARS;-0,072295
Government Bonds;2.9.2016;12 MONTHS;-0,646188
Government Bonds;2.9.2016;2 YEARS;-0,655753
Government Bonds;2.9.2016;5 YEARS;-0,524826
Government Bonds;2.9.2016;7 YEARS;-0,342232
Government Bonds;2.9.2016;12 YEARS;0,074309
Government Bonds;2.9.2016;15 YEARS;0,242171
Government Bonds;2.9.2016;3 MONTHS;-0,655702
Government Bonds;2.9.2016;6 MONTHS;-0,647722
Government Bonds;2.9.2016;9 MONTHS;-0,645274
Government Bonds;2.9.2016;20 YEARS;0,423809
Government Bonds;2.9.2016;25 YEARS;0,535525
Government Bonds;2.9.2016;30 YEARS;0,610271
Euribor rates;5.9.2016;1 WEEK;-0,379
Euribor rates;5.9.2016;2 WEEKS;-0,377
Euribor rates;5.9.2016;1 MONTH;-0,373
Euribor rates;5.9.2016;2 MONTHS;-0,337
Euribor rates;5.9.2016;3 MONTHS;-0,301
Euribor rates;5.9.2016;6 MONTHS;-0,195
Euribor rates;5.9.2016;9 MONTHS;-0,123
Euribor rates;5.9.2016;12 MONTHS;-0,052
Government Bonds;5.9.2016;10 YEARS;-0,07192
Government Bonds;5.9.2016;12 MONTHS;-0,643977
Government Bonds;5.9.2016;2 YEARS;-0,65654
Government Bonds;5.9.2016;5 YEARS;-0,529776
Government Bonds;5.9.2016;7 YEARS;-0,346005
Government Bonds;5.9.2016;12 YEARS;0,077643
Government Bonds;5.9.2016;15 YEARS;0,249331
Government Bonds;5.9.2016;3 MONTHS;-0,651302
Government Bonds;5.9.2016;6 MONTHS;-0,644006
Government Bonds;5.9.2016;9 MONTHS;-0,642296
Government Bonds;5.9.2016;20 YEARS;0,435474
Government Bonds;5.9.2016;25 YEARS;0,550057
Government Bonds;5.9.2016;30 YEARS;0,626736
Euribor rates;6.9.2016;1 WEEK;-0,381
Euribor rates;6.9.2016;2 WEEKS;-0,377
Euribor rates;6.9.2016;1 MONTH;-0,372
Euribor rates;6.9.2016;2 MONTHS;-0,338
Euribor rates;6.9.2016;3 MONTHS;-0,303
Euribor rates;6.9.2016;6 MONTHS;-0,197
Euribor rates;6.9.2016;9 MONTHS;-0,123
Euribor rates;6.9.2016;12 MONTHS;-0,054
Government Bonds;6.9.2016;10 YEARS;-0,105098
Government Bonds;6.9.2016;12 MONTHS;-0,655338
Government Bonds;6.9.2016;2 YEARS;-0,674032
Government Bonds;6.9.2016;5 YEARS;-0,556696
Government Bonds;6.9.2016;7 YEARS;-0,376264
Government Bonds;6.9.2016;12 YEARS;0,04334
Government Bonds;6.9.2016;15 YEARS;0,213985
Government Bonds;6.9.2016;3 MONTHS;-0,655492
Government Bonds;6.9.2016;6 MONTHS;-0,650935
Government Bonds;6.9.2016;9 MONTHS;-0,651594
Government Bonds;6.9.2016;20 YEARS;0,39919
Government Bonds;6.9.2016;25 YEARS;0,513245
Government Bonds;6.9.2016;30 YEARS;0,589577
Euribor rates;7.9.2016;1 WEEK;-0,381
Euribor rates;7.9.2016;2 WEEKS;-0,379
Euribor rates;7.9.2016;1 MONTH;-0,372
Euribor rates;7.9.2016;2 MONTHS;-0,337
Euribor rates;7.9.2016;3 MONTHS;-0,303
Euribor rates;7.9.2016;6 MONTHS;-0,198
Euribor rates;7.9.2016;9 MONTHS;-0,129
Euribor rates;7.9.2016;12 MONTHS;-0,059
Government Bonds;7.9.2016;10 YEARS;-0,156121
Government Bonds;7.9.2016;12 MONTHS;-0,663734
Government Bonds;7.9.2016;2 YEARS;-0,687511
Government Bonds;7.9.2016;5 YEARS;-0,585237
Government Bonds;7.9.2016;7 YEARS;-0,413853
Government Bonds;7.9.2016;12 YEARS;-0,01585
Government Bonds;7.9.2016;15 YEARS;0,144549
Government Bonds;7.9.2016;3 MONTHS;-0,662639
Government Bonds;7.9.2016;6 MONTHS;-0,658006
Government Bonds;7.9.2016;9 MONTHS;-0,659138
Government Bonds;7.9.2016;20 YEARS;0,317757
Government Bonds;7.9.2016;25 YEARS;0,424159
Government Bonds;7.9.2016;30 YEARS;0,495329
Euribor rates;8.9.2016;1 WEEK;-0,382
Euribor rates;8.9.2016;2 WEEKS;-0,38
Euribor rates;8.9.2016;1 MONTH;-0,373
Euribor rates;8.9.2016;2 MONTHS;-0,337
Euribor rates;8.9.2016;3 MONTHS;-0,304
Euribor rates;8.9.2016;6 MONTHS;-0,201
Euribor rates;8.9.2016;9 MONTHS;-0,131
Euribor rates;8.9.2016;12 MONTHS;-0,06
Government Bonds;8.9.2016;10 YEARS;-0,125605
Government Bonds;8.9.2016;12 MONTHS;-0,647721
Government Bonds;8.9.2016;2 YEARS;-0,664011
Government Bonds;8.9.2016;5 YEARS;-0,553458
Government Bonds;8.9.2016;7 YEARS;-0,383201
Government Bonds;8.9.2016;12 YEARS;0,016152
Government Bonds;8.9.2016;15 YEARS;0,179671
Government Bonds;8.9.2016;3 MONTHS;-0,649583
Government Bonds;8.9.2016;6 MONTHS;-0,644668
Government Bonds;8.9.2016;9 MONTHS;-0,644709
Government Bonds;8.9.2016;20 YEARS;0,357647
Government Bonds;8.9.2016;25 YEARS;0,467395
Government Bonds;8.9.2016;30 YEARS;0,540864
Euribor rates;9.9.2016;1 WEEK;-0,38
Euribor rates;9.9.2016;2 WEEKS;-0,376
Euribor rates;9.9.2016;1 MONTH;-0,369
Euribor rates;9.9.2016;2 MONTHS;-0,333
Euribor rates;9.9.2016;3 MONTHS;-0,301
Euribor rates;9.9.2016;6 MONTHS;-0,198
Euribor rates;9.9.2016;9 MONTHS;-0,127
Euribor rates;9.9.2016;12 MONTHS;-0,057
Government Bonds;9.9.2016;10 YEARS;-0,025405
Government Bonds;9.9.2016;12 MONTHS;-0,637629
Government Bonds;9.9.2016;2 YEARS;-0,650708
Government Bonds;9.9.2016;5 YEARS;-0,50947
Government Bonds;9.9.2016;7 YEARS;-0,314069
Government Bonds;9.9.2016;12 YEARS;0,131654
Government Bonds;9.9.2016;15 YEARS;0,311846
Government Bonds;9.9.2016;3 MONTHS;-0,639584
Government Bonds;9.9.2016;6 MONTHS;-0,634737
Government Bonds;9.9.2016;9 MONTHS;-0,63478
Government Bonds;9.9.2016;20 YEARS;0,507228
Government Bonds;9.9.2016;25 YEARS;0,627528
Government Bonds;9.9.2016;30 YEARS;0,708037
Euribor rates;12.9.2016;1 WEEK;-0,379
Euribor rates;12.9.2016;2 WEEKS;-0,375
Euribor rates;12.9.2016;1 MONTH;-0,371
Euribor rates;12.9.2016;2 MONTHS;-0,334
Euribor rates;12.9.2016;3 MONTHS;-0,303
Euribor rates;12.9.2016;6 MONTHS;-0,198
Euribor rates;12.9.2016;9 MONTHS;-0,127
Euribor rates;12.9.2016;12 MONTHS;-0,057
Government Bonds;12.9.2016;10 YEARS;-0,002604
Government Bonds;12.9.2016;12 MONTHS;-0,629546
Government Bonds;12.9.2016;2 YEARS;-0,643232
Government Bonds;12.9.2016;5 YEARS;-0,490603
Government Bonds;12.9.2016;7 YEARS;-0,290284
Government Bonds;12.9.2016;12 YEARS;0,150929
Government Bonds;12.9.2016;15 YEARS;0,325053
Government Bonds;12.9.2016;3 MONTHS;-0,628088
Government Bonds;12.9.2016;6 MONTHS;-0,62462
Government Bonds;12.9.2016;9 MONTHS;-0,625818
Government Bonds;12.9.2016;20 YEARS;0,512109
Government Bonds;12.9.2016;25 YEARS;0,626808
Government Bonds;12.9.2016;30 YEARS;0,703504
Euribor rates;13.9.2016;1 WEEK;-0,381
Euribor rates;13.9.2016;2 WEEKS;-0,378
Euribor rates;13.9.2016;1 MONTH;-0,372
Euribor rates;13.9.2016;2 MONTHS;-0,335
Euribor rates;13.9.2016;3 MONTHS;-0,302
Euribor rates;13.9.2016;6 MONTHS;-0,199
Euribor rates;13.9.2016;9 MONTHS;-0,125
Euribor rates;13.9.2016;12 MONTHS;-0,055
Government Bonds;13.9.2016;10 YEARS;-0,002031
Government Bonds;13.9.2016;12 MONTHS;-0,633677
Government Bonds;13.9.2016;2 YEARS;-0,642578
Government Bonds;13.9.2016;5 YEARS;-0,487503
Government Bonds;13.9.2016;7 YEARS;-0,28875
Government Bonds;13.9.2016;12 YEARS;0,151822
Government Bonds;13.9.2016;15 YEARS;0,326986
Government Bonds;13.9.2016;3 MONTHS;-0,636762
Government Bonds;13.9.2016;6 MONTHS;-0,631799
Government Bonds;13.9.2016;9 MONTHS;-0,631454
Government Bonds;13.9.2016;20 YEARS;0,515788
Government Bonds;13.9.2016;25 YEARS;0,631734
Government Bonds;13.9.2016;30 YEARS;0,709289
Euribor rates;14.9.2016;1 WEEK;-0,381
Euribor rates;14.9.2016;2 WEEKS;-0,378
Euribor rates;14.9.2016;1 MONTH;-0,372
Euribor rates;14.9.2016;2 MONTHS;-0,336
Euribor rates;14.9.2016;3 MONTHS;-0,303
Euribor rates;14.9.2016;6 MONTHS;-0,199
Euribor rates;14.9.2016;9 MONTHS;-0,125
Euribor rates;14.9.2016;12 MONTHS;-0,054
Government Bonds;14.9.2016;10 YEARS;-0,001028
Government Bonds;14.9.2016;12 MONTHS;-0,644139
Government Bonds;14.9.2016;2 YEARS;-0,659048
Government Bonds;14.9.2016;5 YEARS;-0,502758
Government Bonds;14.9.2016;7 YEARS;-0,297124
Government Bonds;14.9.2016;12 YEARS;0,157402
Government Bonds;14.9.2016;15 YEARS;0,337402
Government Bonds;14.9.2016;3 MONTHS;-0,640291
Government Bonds;14.9.2016;6 MONTHS;-0,637802
Government Bonds;14.9.2016;9 MONTHS;-0,639787
Government Bonds;14.9.2016;20 YEARS;0,531073
Government Bonds;14.9.2016;25 YEARS;0,649915
Government Bonds;14.9.2016;30 YEARS;0,729394
Euribor rates;15.9.2016;1 WEEK;-0,381
Euribor rates;15.9.2016;2 WEEKS;-0,375
Euribor rates;15.9.2016;1 MONTH;-0,371
Euribor rates;15.9.2016;2 MONTHS;-0,338
Euribor rates;15.9.2016;3 MONTHS;-0,301
Euribor rates;15.9.2016;6 MONTHS;-0,199
Euribor rates;15.9.2016;9 MONTHS;-0,125
Euribor rates;15.9.2016;12 MONTHS;-0,053
Government Bonds;15.9.2016;10 YEARS;0,02961
Government Bonds;15.9.2016;12 MONTHS;-0,643954
Government Bonds;15.9.2016;2 YEARS;-0,656438
Government Bonds;15.9.2016;5 YEARS;-0,488352
Government Bonds;15.9.2016;7 YEARS;-0,275317
Government Bonds;15.9.2016;12 YEARS;0,192507
Government Bonds;15.9.2016;15 YEARS;0,37755
Government Bonds;15.9.2016;3 MONTHS;-0,639979
Government Bonds;15.9.2016;6 MONTHS;-0,63781
Government Bonds;15.9.2016;9 MONTHS;-0,639818
Government Bonds;15.9.2016;20 YEARS;0,576688
Government Bonds;15.9.2016;25 YEARS;0,698906
Government Bonds;15.9.2016;30 YEARS;0,780648
Euribor rates;16.9.2016;1 WEEK;-0,381
Euribor rates;16.9.2016;2 WEEKS;-0,376
Euribor rates;16.9.2016;1 MONTH;-0,371
Euribor rates;16.9.2016;2 MONTHS;-0,339
Euribor rates;16.9.2016;3 MONTHS;-0,301
Euribor rates;16.9.2016;6 MONTHS;-0,201
Euribor rates;16.9.2016;9 MONTHS;-0,127
Euribor rates;16.9.2016;12 MONTHS;-0,054
Government Bonds;16.9.2016;10 YEARS;-0,00723
Government Bonds;16.9.2016;12 MONTHS;-0,648231
Government Bonds;16.9.2016;2 YEARS;-0,664504
Government Bonds;16.9.2016;5 YEARS;-0,514518
Government Bonds;16.9.2016;7 YEARS;-0,308649
Government Bonds;16.9.2016;12 YEARS;0,155755
Government Bonds;16.9.2016;15 YEARS;0,34206
Government Bonds;16.9.2016;3 MONTHS;-0,645387
Government Bonds;16.9.2016;6 MONTHS;-0,642298
Government Bonds;16.9.2016;9 MONTHS;-0,64396
Government Bonds;16.9.2016;20 YEARS;0,543479
Government Bonds;16.9.2016;25 YEARS;0,667333
Government Bonds;16.9.2016;30 YEARS;0,7502
Euribor rates;19.9.2016;1 WEEK;-0,379
Euribor rates;19.9.2016;2 WEEKS;-0,375
Euribor rates;19.9.2016;1 MONTH;-0,371
Euribor rates;19.9.2016;2 MONTHS;-0,338
Euribor rates;19.9.2016;3 MONTHS;-0,301
Euribor rates;19.9.2016;6 MONTHS;-0,202
Euribor rates;19.9.2016;9 MONTHS;-0,128
Euribor rates;19.9.2016;12 MONTHS;-0,056
Government Bonds;19.9.2016;10 YEARS;-0,002543
Government Bonds;19.9.2016;12 MONTHS;-0,644268
Government Bonds;19.9.2016;2 YEARS;-0,660966
Government Bonds;19.9.2016;5 YEARS;-0,513106
Government Bonds;19.9.2016;7 YEARS;-0,306183
Government Bonds;19.9.2016;12 YEARS;0,161592
Government Bonds;19.9.2016;15 YEARS;0,349061
Government Bonds;19.9.2016;3 MONTHS;-0,644122
Government Bonds;19.9.2016;6 MONTHS;-0,639615
Government Bonds;19.9.2016;9 MONTHS;-0,640429
Government Bonds;19.9.2016;20 YEARS;0,551555
Government Bonds;19.9.2016;25 YEARS;0,67601
Government Bonds;19.9.2016;30 YEARS;0,75927
Euribor rates;20.9.2016;1 WEEK;-0,379
Euribor rates;20.9.2016;2 WEEKS;-0,374
Euribor rates;20.9.2016;1 MONTH;-0,371
Euribor rates;20.9.2016;2 MONTHS;-0,338
Euribor rates;20.9.2016;3 MONTHS;-0,301
Euribor rates;20.9.2016;6 MONTHS;-0,2
